source_id,name,prefecture,category,lat,lng,google_rating,google_star,google_review_count,google_name_matched,image_url,has_image,source
Q132682299,松阪市文化財センター,三重縣,博物館,34.5781610,136.5201920,4.3,4.3,39,松阪市文化財センター,,0,japan_with_rating
Q28068664,松阪市立歴史民俗資料館,三重縣,地方文化館,34.5766000,136.5258611,4,4,114,松阪市立歴史民俗資料館,http://commons.wikimedia.org/wiki/Special:FilePath/Matsusaka%20City%20Museum%20of%20History%20and%20Folklore%202024-04%20ac%20%281%29.jpg,1,japan_with_rating
Q11537188,桐垣展望台,三重縣,觀景台,34.2873890,136.8375280,4.4,4.4,118,桐垣展望台,http://commons.wikimedia.org/wiki/Special:FilePath/Ago%20Bay%20Sunset.jpg,1,japan_with_rating
Q24874913,桑名市博物館,三重縣,博物館,35.0631861,136.6938139,3.8,3.8,253,桑名市博物館,http://commons.wikimedia.org/wiki/Special:FilePath/Kuwana%20City%20Museum.jpg,1,japan_with_rating
Q107674884,桑名市石取会館,三重縣,银行建筑物,35.0635833,136.6942778,3.8,3.8,253,桑名市博物館,http://commons.wikimedia.org/wiki/Special:FilePath/Ishidori%20Hall%202022-04%20ac%20%281%29.jpg,1,japan_with_rating
Q11542547,橫山展望台,三重縣,觀景台,34.3244170,136.7880280,,,0,NOT_FOUND,http://commons.wikimedia.org/wiki/Special:FilePath/Yokoyama%20Viewpoint%20%282019-12-19%29.jpg,1,japan_with_rating
Q124303122,江戸川乱歩館,三重縣,文學館,34.4826667,136.8404444,4.1,4.1,125,江戸川乱歩館,,0,japan_with_rating
Q17221655,波羅蜜多博物館,三重縣,美術館,35.0127820,136.4898250,4.2,4.2,840,パラミタミュージアム,http://commons.wikimedia.org/wiki/Special:FilePath/Paramita%20museum.jpg,1,japan_with_rating
Q24868589,澄懐堂美術館,三重縣,美術館,34.9653140,136.6180440,,,0,NOT_FOUND,http://commons.wikimedia.org/wiki/Special:FilePath/Chokaido%20Museum.JPG,1,japan_with_rating
Q11568938,熊野石蔵美術館,三重縣,美術館,33.9848060,136.0411940,4.5,4.5,2,熊野石蔵美術館,,0,japan_with_rating
Q11581025,皇學館大學佐川記念神道博物館,三重縣,宗教博物馆,34.4841720,136.7259080,4.8,4.8,18,佐川記念神道博物館,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Museum%20of%20Shinto%20and%20Japanese%20Culture%2C%20Kogakkan%20University%20in%202011.jpg,1,japan_with_rating
Q106211284,石水博物館,三重縣,博物館,34.6979350,136.5047260,4.3,4.3,140,石水博物館,http://commons.wikimedia.org/wiki/Special:FilePath/Sekisui%20museum.JPG,1,japan_with_rating
Q11589488,神宮徵古館,三重縣,歷史博物館,34.4855560,136.7244440,4.8,4.8,18,佐川記念神道博物館,http://commons.wikimedia.org/wiki/Special:FilePath/Jingu-Chokokan%2002.JPG,1,japan_with_rating
Q137775892,神宮美術館,三重縣,美術館,34.4866810,136.7235100,4.1,4.1,125,神宮美術館,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%BC%8F%E5%B9%B4%E9%81%B7%E5%AE%AE%E8%A8%98%E5%BF%B5%E7%A5%9E%E5%AE%AE%E7%BE%8E%E8%A1%93%E9%A4%A8.jpg,1,japan_with_rating
Q11349249,羅浮雕刻藝術館,三重縣,彫刻美術館,34.6765310,136.3493000,3.9,3.9,738,ルーブル彫刻美術館,http://commons.wikimedia.org/wiki/Special:FilePath/Louvre%20Sculpture%20Museum%2C%20Mie.jpg,1,japan_with_rating
Q11614941,芭蕉翁紀念館,三重縣,人物紀念館,34.7699170,136.1296670,4.1,4.1,3165,伊賀流忍者博物館,http://commons.wikimedia.org/wiki/Special:FilePath/%E8%8A%AD%E8%95%89%E7%BF%81%E8%A8%98%E5%BF%B5%E9%A4%A8%201.JPG,1,japan_with_rating
Q137774734,藤原岳自然科学館,三重縣,自然歷史博物館,35.1743280,136.4870230,3.8,3.8,62,藤原岳自然科学館,,0,japan_with_rating
Q11634688,貨物鐵道博物館,三重縣,鐵路博物館,35.1235560,136.5188610,4.2,4.2,314,貨物鉄道博物館,,0,japan_with_rating
Q18460180,輪中の郷,三重縣,博物館,35.1216670,136.6880280,3.6,3.6,45,桑名市長島町 輪中の郷,http://commons.wikimedia.org/wiki/Special:FilePath/Nagashima-cho%20Wajyu-no-sato%2020140322.JPG,1,japan_with_rating
Q11641448,道の駅紀宝町ウミガメ公園,三重縣,水族館,33.7697778,136.0285000,3.9,3.9,2211,道の駅 紀宝町ウミガメ公園,http://commons.wikimedia.org/wiki/Special:FilePath/Michinoeki24003%20Kiho%20town.jpg,1,japan_with_rating
Q104720761,鈴鹿市考古博物館,三重縣,考古博物館,34.9070730,136.5645640,3.8,3.8,182,鈴鹿市考古博物館,http://commons.wikimedia.org/wiki/Special:FilePath/Suzuka%20Municipal%20Museum%20of%20Archaeology%20gaikan.JPG,1,japan_with_rating
Q11650411,錦タワー,三重縣,津波避難施設,34.2228610,136.3983610,3.8,3.8,12,錦タワー,http://commons.wikimedia.org/wiki/Special:FilePath/Nishiki%20tower.JPG,1,japan_with_rating
Q2496699,長島溫泉樂園,三重縣,主題公園,35.0296980,136.7300140,,,0,NOT_FOUND,http://commons.wikimedia.org/wiki/Special:FilePath/Nagashima%20spa%20land%20skyview.jpg,1,japan_with_rating
Q11340103,馬孔德美術館,三重縣,美術館,34.4907778,136.8116667,4.4,4.4,103,マコンデ美術館,http://commons.wikimedia.org/wiki/Special:FilePath/Makonde%20Art%20Museum%20in%20Futami.jpg,1,japan_with_rating
Q11558616,鳥羽市立海之博物館,三重縣,民俗博物館,34.4492080,136.8998720,4,4,766,鳥羽市立海の博物館,http://commons.wikimedia.org/wiki/Special:FilePath/Toba%20Sea-Folk%20Museum01.jpg,1,japan_with_rating
Q1073067,鳥羽水族館,三重縣,水族館,34.4817000,136.8460000,4.4,4.4,16009,鳥羽水族館,http://commons.wikimedia.org/wiki/Special:FilePath/Toba%20Aquarium%20front%20view%202019.jpg,1,japan_with_rating
Q11500404,齋宮歴史博物館,三重縣,都道府县立博物馆,34.5427780,136.6094440,4.1,4.1,593,斎宮歴史博物館,http://commons.wikimedia.org/wiki/Special:FilePath/Saik%C3%BB%20Historical%20Museum2.jpg,1,japan_with_rating
Q132529351,いけばな資料館,京都府,美術館,35.0080130,135.7600800,4.5,4.5,18,いけばな資料館,,0,japan_with_rating
Q17210134,ききょうの里,京都府,觀光景點,35.0320833,135.4913889,3.8,3.8,222,丹波かめおか光秀物語ききょうの里 / 京都丹波 夢ナリエ,,0,japan_with_rating
Q17211497,きっづ光科学館ふぉとん,京都府,兒童博物館,34.7137780,135.8357780,4,4,282,きっづ光科学館ふぉとん,,0,japan_with_rating
Q11278126,まいづる智恵蔵,京都府,红砖仓库,35.4747220,135.3851670,3.8,3.8,84,赤れんが3号棟 まいづる智恵蔵（旧舞鶴海軍兵器廠 弾丸庫並小銃庫）,,0,japan_with_rating
Q7380607,るり渓,京都府,觀光景點,35.0358170,135.4046080,4.1,4.1,37,るり渓温泉 CAMP AREA,http://commons.wikimedia.org/wiki/Special:FilePath/Meibaku%2C%20Rurikei02.JPG,1,japan_with_rating
Q123091932,ウトロ平和祈念館,京都府,歷史博物館,34.8806115,135.7741665,4.4,4.4,189,ウトロ平和祈念館,,0,japan_with_rating
Q11300942,グンゼ博物苑,京都府,織物博物館,35.3052778,135.2579167,4.1,4.1,48,グンゼ博物苑,http://commons.wikimedia.org/wiki/Special:FilePath/Gunze%20museum01s3200.jpg,1,japan_with_rating
Q11300944,グンゼ記念館,京都府,公司博物館,35.3055556,135.2572778,4.1,4.1,48,グンゼ博物苑,http://commons.wikimedia.org/wiki/Special:FilePath/Gunze%20memorial%20hall01s3200.jpg,1,japan_with_rating
Q137773108,チームラボ バイオヴォルテックス 京都,京都府,現代美術館,34.9837070,135.7649480,4.6,4.6,3085,チームラボ バイオヴォルテックス 京都 - 大成建設,,0,japan_with_rating
Q61818339,ヒカリ美術館,京都府,美術館,35.6442000,134.9650000,4.4,4.4,5,ヒカリ美術館,http://commons.wikimedia.org/wiki/Special:FilePath/Hikaribijyutukan.jpg,1,japan_with_rating
Q104721110,与謝野町立古墳公園はにわ資料館,京都府,博物館,35.5064470,135.1046580,3.9,3.9,69,古墳公園はにわ資料館,,0,japan_with_rating
Q18337620,並河靖之七宝記念館,京都府,人物紀念館,35.0098890,135.7813060,4.4,4.4,158,並河靖之七宝記念館,http://commons.wikimedia.org/wiki/Special:FilePath/Namikawa%20cloisonne%20museum%20of%20kyoto.jpg,1,japan_with_rating
Q132529053,中信美術館,京都府,美術館,35.0200480,135.7536740,4,4,90,中信美術館,,0,japan_with_rating
Q48757439,丹後震災記念館,京都府,博物館,35.6258056,135.0561111,4.3,4.3,10,丹後震災記念館,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%B9%E5%BE%8C%E9%9C%87%E7%81%BD%E8%A8%98%E5%BF%B5%E9%A4%A8%20ac.jpg,1,japan_with_rating
Q137917525,丹波生活衣館,京都府,民俗博物館,35.2974420,135.1291390,4.5,4.5,33,福知山市丹波生活衣館,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%B9%E6%B3%A2%E7%94%9F%E6%B4%BB%E8%A1%A3%E9%A4%A8.png,1,japan_with_rating
Q104721135,亀岡市文化資料館,京都府,博物館,35.0135240,135.5854870,3.5,3.5,141,亀岡市文化資料館,http://commons.wikimedia.org/wiki/Special:FilePath/Kameoka%20City%20Cultural%20Museum.jpg,1,japan_with_rating
Q11374199,京セラギャラリー,京都府,美術館,34.9468333,135.7507222,4.1,4.1,152,京セラギャラリー,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Kyocera%20Museum%20of%20Art1.JPG,1,japan_with_rating
Q11374217,京丹後市立郷土資料館,京都府,地方文化館,35.6524720,134.9778060,,,0,NOT_FOUND,http://commons.wikimedia.org/wiki/Special:FilePath/Kyodoshiryokan%20kyotango.jpg,1,japan_with_rating
Q132529130,京指物資料館,京都府,家具博物館,35.0149865,135.7629520,2.5,2.5,8,京指物資料館,,0,japan_with_rating
Q22118562,京都佛立ミュージアム,京都府,宗教博物馆,35.0271360,135.7354143,4.1,4.1,152,京都佛立ミュージアム,http://commons.wikimedia.org/wiki/Special:FilePath/2012exhibition1.jpg,1,japan_with_rating
Q147286,京都國立博物館,京都府,國立博物館,34.9899930,135.7731210,4.3,4.3,8077,京都国立博物館,http://commons.wikimedia.org/wiki/Special:FilePath/Kyoto%20National%20Museum%202009.jpg,1,japan_with_rating
Q1055628,京都國立近代美術館,京都府,美術館,35.0123890,135.7819430,4.1,4.1,3747,京都国立近代美術館,http://commons.wikimedia.org/wiki/Special:FilePath/National%20Museum%20of%20Modern%20Art%20Kyoto%202010.jpg,1,japan_with_rating
Q783923,京都國際漫畫博物館,京都府,動漫博物館,35.0116867,135.7591715,4.2,4.2,6351,京都国際マンガミュージアム,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%BA%AC%E9%83%BD%E5%9B%BD%E9%9A%9B%E3%83%9E%E3%83%B3%E3%82%AC%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%B8%E3%82%A2%E3%83%A0.jpg,1,japan_with_rating
Q1201304,京都塔,京都府,觀光塔,34.9875000,135.7591667,4.2,4.2,17689,ニデック京都タワー,http://commons.wikimedia.org/wiki/Special:FilePath/Kyoto%20Tower%202023-12%20ac%20%281%29.jpg,1,japan_with_rating
Q11374929,京都大學綜合博物館,京都府,大學博物館,35.0272630,135.7792870,4.4,4.4,405,京都大学総合博物館,http://commons.wikimedia.org/wiki/Special:FilePath/Kyoto%20University%20Museum%2020120805-001.jpg,1,japan_with_rating
Q127503199,京都工芸繊維大学. 美術工芸資料館,京都府,大學博物館,35.0495490,135.7811890,4.5,4.5,33,京都工芸繊維大学 美術工芸資料館,,0,japan_with_rating
Q11375001,京都市学校歴史博物館,京都府,教育博物館,35.0007500,135.7656940,4.1,4.1,208,京都市学校歴史博物館,http://commons.wikimedia.org/wiki/Special:FilePath/Kyoto%20Museum%20of%20School%20History%20gate.JPG,1,japan_with_rating
Q101244809,京都市市民防災センター,京都府,博物館,34.9738889,135.7463889,4.3,4.3,133,京都市市民防災センター,,0,japan_with_rating
Q11375006,京都市平安京创世馆,京都府,歷史博物館,35.0190000,135.7384440,4.3,4.3,281,京都市平安京創生館,http://commons.wikimedia.org/wiki/Special:FilePath/Kyoto%20Asny%20and%20City%20Central%20Library%2020090502-001.jpg,1,japan_with_rating
Q99551687,京都市立芸術大学ギャラリー,京都府,美術館,35.0117005,135.7525167,,,0,NOT_FOUND,,0,japan_with_rating
Q3330657,京都市美術館,京都府,美術館,35.0128361,135.7835694,4.4,4.4,912,東山キューブ,http://commons.wikimedia.org/wiki/Special:FilePath/Kyoto%20Municipal%20Museum%20of%20Art%201933%20%E2%85%B1.jpg,1,japan_with_rating
Q11375124,京都市考古資料館,京都府,考古博物館,35.0319570,135.7493820,4.1,4.1,390,京都市考古資料館,http://commons.wikimedia.org/wiki/Special:FilePath/KyotoArchaeologicalMuseum.jpg,1,japan_with_rating
Q30266176,京都市青少年科学センター,京都府,科學博物館,34.9545120,135.7645120,4.2,4.2,1204,京都市青少年科学センター,http://commons.wikimedia.org/wiki/Special:FilePath/Kyoto%20Municipal%20Science%20Center.jpg,1,japan_with_rating
Q18336820,京都希臘羅馬美術館,京都府,美術館,35.0487500,135.7715830,3.4,3.4,16,京都ギリシャローマ美術館,,0,japan_with_rating
Q104721140,京都府立丹後郷土資料館,京都府,建築物,35.5797222,135.1785556,3.8,3.8,117,京都府立丹後郷土資料館 (ふるさとミュージアム丹後),http://commons.wikimedia.org/wiki/Special:FilePath/Kyoto%20Prefectural%20Tango%20Folk%20Museum%EF%BC%93.jpg,1,japan_with_rating
Q85875943,京都府立京都学・歴彩館,京都府,都道府県立図書館,35.0486111,135.7666667,4.1,4.1,519,京都府立京都学・歴彩館,http://commons.wikimedia.org/wiki/Special:FilePath/Kyoto%20Institute%2C%20Library%20and%20Archives%20ac%20%281%29.jpg,1,japan_with_rating
Q11375242,京都府立堂本印象美術館,京都府,美術館,35.0351390,135.7260560,4.1,4.1,401,京都府立堂本印象美術館,http://commons.wikimedia.org/wiki/Special:FilePath/Insho-Domoto%20Museum%20of%20Fine%20Arts01s5.jpg,1,japan_with_rating
Q56062380,京都府立山城郷土資料館,京都府,地方文化館,34.7522222,135.8338889,3.8,3.8,126,京都府立山城郷土資料館,http://commons.wikimedia.org/wiki/Special:FilePath/Kyoto%20Prefectural%20Yamashiro%20Regional%20Museum%20exterior%20view.jpg,1,japan_with_rating
Q11375271,京都府立綜合資料館,京都府,都道府县立博物馆,35.0505560,135.7664170,4.1,4.1,519,京都府立京都学・歴彩館,http://commons.wikimedia.org/wiki/Special:FilePath/Verbundarchiv%20Kyoto.jpg,1,japan_with_rating
Q11375286,京都府立陶板名画の庭,京都府,陶瓷博物館,35.0511111,135.7653056,4.3,4.3,908,京都府立陶板名画の庭,http://commons.wikimedia.org/wiki/Special:FilePath/LastSupper-GardenOfFineArtKyoto.jpg,1,japan_with_rating
Q11375592,京都文化博物馆,京都府,歷史博物館,35.0091667,135.7622222,4.1,4.1,5308,京都文化博物館,http://commons.wikimedia.org/wiki/Special:FilePath/Museum%20of%20Kyoto%2020101204-002.jpg,1,japan_with_rating
Q11375621,京都水族館,京都府,水族館,34.9875560,135.7476110,4.2,4.2,14230,京都水族館,http://commons.wikimedia.org/wiki/Special:FilePath/Kyoto%20Aquarium%20in%202013-5-2%20No%2C27.JPG,1,japan_with_rating
Q118145425,京都清宗根付館,京都府,美術館,35.0014444,135.7446389,4.6,4.6,190,京都清宗根付館,http://commons.wikimedia.org/wiki/Special:FilePath/Netsuke%20art%20museum%20%28Kyoto%29%20Minka%20outdoor%20hdsr%20S5%20a2.jpg,1,japan_with_rating
Q132529195,京都祇園らんぷ美術館,京都府,工藝博物館,35.0032550,135.7773290,4.1,4.1,1698,漢検漢字博物館・図書館（漢字ミュージアム）,,0,japan_with_rating
Q127598408,京都精華大学ギャラリーTerra-S,京都府,美術館,35.0728210,135.7703460,4.4,4.4,17,京都精華大学ギャラリーTerra-S,,0,japan_with_rating
Q132529270,京都絞り工芸館,京都府,織物博物館,35.0100760,135.7537070,4.7,4.7,285,京都絞り工芸館,,0,japan_with_rating
Q24014029,京都鐵道博物館,京都府,建築物,34.9872222,135.7425000,4.5,4.5,19276,京都鉄道博物館,http://commons.wikimedia.org/wiki/Special:FilePath/Kyoto%20Railway%20Museum%2C%20enkei.jpg,1,japan_with_rating
Q133288972,仁和寺霊宝館,京都府,宝物館,35.0292870,135.7143700,4.2,4.2,31,仁和寺 霊宝館,,0,japan_with_rating
Q123124346,任天堂博物館,京都府,公司博物館,34.8927780,135.7841670,4.5,4.5,4009,ニンテンドーミュージアム,http://commons.wikimedia.org/wiki/Special:FilePath/Nintendo%20Museum%20Entrance.jpg,1,japan_with_rating
Q11381116,伏見桃山城キャッスルランド,京都府,主題樂園,34.9394722,135.7768056,3.7,3.7,1723,伏見桃山城,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%BC%8F%E8%A6%8B%E6%A1%83%E5%B1%B1%E5%9F%8E06.jpg,1,japan_with_rating
Q136472115,何必館・京都現代美術館,京都府,私人博物館,35.0041865,135.7754297,4.1,4.1,418,何必館 京都現代美術館,,0,japan_with_rating
Q11398627,加悅SL廣場,京都府,鉄道公園,35.4814170,135.0928060,3.9,3.9,342,加悦SL広場,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%8A%A0%E6%82%A6SL%E5%BA%83%E5%A0%B4%20%E9%A7%85%E8%88%8E%20%E5%B1%95%E7%A4%BA%E5%AE%A42.jpg,1,japan_with_rating
Q76445246,加悦鉄道資料館,京都府,鐵路博物館,35.5040833,135.0947500,4.3,4.3,135,加悦鉄道資料館,http://commons.wikimedia.org/wiki/Special:FilePath/Kaya%20Railway%20Museum%20ac.jpg,1,japan_with_rating
Q11402029,北村美術館,京都府,美術館,35.0280000,135.7703610,4.2,4.2,78,北村美術館,http://commons.wikimedia.org/wiki/Special:FilePath/Kyoto%20Kitamura%20Art%20Museum%202013-08.JPG,1,japan_with_rating
Q127588655,北野天満宮宝物殿,京都府,宝物館,35.0305859,135.7356157,4.2,4.2,105,宝物殿,http://commons.wikimedia.org/wiki/Special:FilePath/Kitano-tenmangu%20Kyoto%20Japan23s3s4500.jpg,1,japan_with_rating
Q138315086,千總ギャラリー,京都府,美術館,35.0083030,135.7589370,4.5,4.5,75,千總ギャラリー,,0,japan_with_rating
Q17230147,古田織部美術館,京都府,美術館,35.0576940,135.7327500,,,0,NOT_FOUND,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%8F%A4%E7%94%B0%E7%B9%94%E9%83%A8%E7%BE%8E%E8%A1%93%E9%A4%A8%E5%A4%96%E8%A6%B3.jpg,1,japan_with_rating
Q64143380,向日市文化資料館,京都府,文化機構,34.9495400,135.6995600,4,4,117,向日市文化資料館,,0,japan_with_rating
Q131352233,夜久野町化石・郷土資料館,京都府,博物館,35.3383333,134.9297500,3.1,3.1,10,夜久野町化石・郷土資料館,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%A4%9C%E4%B9%85%E9%87%8E%E7%94%BA%E5%8C%96%E7%9F%B3%E3%83%BB%E9%83%B7%E5%9C%9F%E8%B3%87%E6%96%99%E9%A4%A8.jpg,1,japan_with_rating
Q127602236,大西清右衛門美術館,京都府,美術館,35.0084770,135.7557470,4.2,4.2,53,大西清右衛門美術館,http://commons.wikimedia.org/wiki/Special:FilePath/Onishi%20Seiwemon%20Museum.jpg,1,japan_with_rating
