id,name,region,category,google_rating,review_count,interest_tags,station_anchor,distance_to_station_km,interest_match,rating_norm,review_norm,station_distance_efficiency,xai_score,image_url,lat,lng,source_id
957,HEP FIVE,大阪府,購物中心,4.0,100,購物中心,Osaka Station,0.5,0.70,0.8000,1.0000,0.9169,0.8517,http://commons.wikimedia.org/wiki/Special:FilePath/HEP-FIVE%20in%20201409%20001.JPG,34.7040826,135.5004685,Q138666211
3040,京急ミュージアム,神奈川縣,公司博物館,4.0,100,公司博物館,Yokohama Station,0.5,0.70,0.8000,1.0000,0.9148,0.8515,http://commons.wikimedia.org/wiki/Special:FilePath/Keikyu%20Group%20Headquarters%2003%20%28KEIKYU%20MUSEUM%29.jpg,35.4635979,139.6267257,Q131011021
1919,徳島県郷土文化会館,德島縣,音樂廳,4.0,100,音樂廳,Tokushima Station,0.5,0.70,0.8000,1.0000,0.9139,0.8514,http://commons.wikimedia.org/wiki/Special:FilePath/Tokushima%20Arts%20Foundation%20for%20Culture01n3872.jpg,34.0751000,134.5460000,Q7813764
2354,三菱一號館美術館,東京都,美術館,4.0,100,美術館,Tokyo Station,0.5,0.70,0.8000,1.0000,0.9141,0.8514,http://commons.wikimedia.org/wiki/Special:FilePath/Mitsubishi%20Ichigokan%20Museum.JPG,35.6783550,139.7632550,Q3815458
3437,弘道館,茨城縣,博物館,4.0,100,博物館,Mito Station,0.5,0.70,0.8000,1.0000,0.9087,0.8509,http://commons.wikimedia.org/wiki/Special:FilePath/Koudoukan.JPG,36.3751450,140.4776310,Q3081773
2350,普利司通美術館,東京都,美術館,4.0,100,美術館,Tokyo Station,0.5,0.70,0.8000,1.0000,0.9079,0.8508,http://commons.wikimedia.org/wiki/Special:FilePath/Artizon%20Museum%20lobby%20view%20201912.jpg,35.6788889,139.7719444,Q913808
3363,秋田市立佐竹史料館,秋田縣,歷史博物館,4.0,100,歷史博物館,Akita Station,0.6,0.70,0.8000,1.0000,0.8995,0.8500,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Satake%20Historical%20Material%20Museum%20in%20Akita%2020251025.jpg,39.7199670,140.1247390,Q11595319
1667,吉兆庵美術館,岡山縣,美術館,4.0,100,美術館,Okayama Station,0.6,0.70,0.8000,1.0000,0.8975,0.8498,,34.6615111,133.9194365,Q136481568
1952,阿波銀プラザ,德島縣,美術館,4.0,100,美術館,Tokushima Station,0.6,0.70,0.8000,1.0000,0.8979,0.8498,http://commons.wikimedia.org/wiki/Special:FilePath/Awagin-Plaza.jpeg,34.0703060,134.5470000,Q11657578
2529,相田光男美術館,東京都,人物紀念館,4.0,100,人物紀念館,Tokyo Station,0.6,0.70,0.8000,1.0000,0.8970,0.8497,http://commons.wikimedia.org/wiki/Special:FilePath/Mitsuo%20Aida%20Museum%20wall%20signage.jpg,35.6769444,139.7635000,Q11582309
416,小原道城書道美術館,北海道,美術館,4.0,100,美術館,Sapporo Station,0.6,0.70,0.8000,1.0000,0.8937,0.8494,,43.0636460,141.3531910,Q123124756
3825,香川縣立博物館,香川縣,美術館,4.0,100,美術館,Takamatsu Station,0.6,0.70,0.8000,1.0000,0.8938,0.8494,http://commons.wikimedia.org/wiki/Special:FilePath/150504%20The%20Kagawa%20Museum%20Takamatsu%20Kagawa%20pref%20Japan01n.jpg,34.3497000,134.0530000,Q7743932
149,チームラボ バイオヴォルテックス 京都,京都府,現代美術館,4.0,100,現代美術館,Kyoto Station,0.6,0.70,0.8000,1.0000,0.8918,0.8492,,34.9837070,135.7649480,Q137773108
1150,カメイ美術館,宮城縣,美術館,4.0,100,美術館,Sendai Station,0.6,0.70,0.8000,1.0000,0.8901,0.8490,http://commons.wikimedia.org/wiki/Special:FilePath/Museum%20of%20Kamei%20Collection.jpg,38.2547170,140.8813060,Q11294808
2385,遞信綜合博物館,東京都,博物館,4.0,100,博物館,Tokyo Station,0.6,0.70,0.8000,1.0000,0.8891,0.8489,http://commons.wikimedia.org/wiki/Special:FilePath/Communications-Museum-Tokyo.jpg,35.6868060,139.7668610,Q11639480
1169,仙台麵包超人兒童博物館暨購物中心,宮城縣,主題公園,4.0,100,主題公園,Sendai Station,0.6,0.70,0.8000,1.0000,0.8878,0.8488,http://commons.wikimedia.org/wiki/Special:FilePath/Sendai%20Anpanman%20Children%27s%20Museum%20%26%20Mall.JPG,38.2642780,140.8874440,Q17995372
1401,山形縣立博物館,山形縣,都道府县立博物馆,4.0,100,都道府县立博物馆,Yamagata Station,0.6,0.70,0.8000,1.0000,0.8882,0.8488,http://commons.wikimedia.org/wiki/Special:FilePath/220430%20Yamagata%20Prefectural%20Museum%20Yamagata%20Yamagata%20pref%20Japan01s3.jpg,38.2544000,140.3290000,Q4707630
2437,貨幣博物館,東京都,貨幣博物館,4.0,100,貨幣博物館,Tokyo Station,0.6,0.70,0.8000,1.0000,0.8882,0.8488,http://commons.wikimedia.org/wiki/Special:FilePath/Japan%20Currency%20Museum.jpg,35.6854790,139.7716660,Q865607
221,モザイクガーデン,兵庫縣,主題樂園,4.0,100,主題樂園,Kobe Station,0.6,0.70,0.8000,1.0000,0.8874,0.8487,http://commons.wikimedia.org/wiki/Special:FilePath/Mozaic-garden007.jpg,34.6785560,135.1849440,Q11344287
284,神戶麵包超人兒童博物館暨購物中心,兵庫縣,兒童博物館,4.0,100,兒童博物館,Kobe Station,0.6,0.70,0.8000,1.0000,0.8867,0.8487,http://commons.wikimedia.org/wiki/Special:FilePath/130720%20Kobe%20Anpanman%20Children%27s%20Museum%20%26%20Mall%20Kobe%20Japan01s3.jpg,34.6786000,135.1850000,Q11589733
1230,樂翠亭美術館,富山縣,历史房屋博物馆,4.0,100,历史房屋博物馆,Toyama Station,0.6,0.70,0.8000,1.0000,0.8864,0.8486,,36.7061944,137.2171667,Q55526676
1087,古都奈良かんざし美術館,奈良縣,博物館,4.0,100,博物館,Nara Station,0.6,0.70,0.8000,1.0000,0.8853,0.8485,,34.6841620,135.8243120,Q110392976
3027,橫濱麵包超人兒童博物館暨購物中心,神奈川縣,商場,4.0,100,商場,Yokohama Station,0.6,0.70,0.8000,1.0000,0.8853,0.8485,http://commons.wikimedia.org/wiki/Special:FilePath/Yokohama%20Anpanman%20Children%27s%20Museum%202019%20-%2003.jpg,35.4630556,139.6287222,Q2496472
3929,池本喜巳小さな写真美術館,鳥取縣,攝影博物館,4.0,100,攝影博物館,Tottori Station,0.6,0.70,0.8000,1.0000,0.8851,0.8485,,35.4952640,134.2328030,Q138261683
3995,維新故鄉館,鹿兒島縣,歷史博物館,4.0,100,歷史博物館,Kagoshima-Chuo Station,0.6,0.70,0.8000,1.0000,0.8853,0.8485,http://commons.wikimedia.org/wiki/Special:FilePath/Museum%20of%20Meiji%20Restoration%20with%20Kotsuki-River.jpg,31.5846389,130.5477500,Q4141258
3342,秋田市文化創造館,秋田縣,活動場地,4.0,100,活動場地,Akita Station,0.7,0.70,0.8000,1.0000,0.8844,0.8484,http://commons.wikimedia.org/wiki/Special:FilePath/Akita%20City%20Cultural%20Creation%20Center%2020240525.jpg,39.7192760,140.1228330,Q126116556
2410,東京宝くじドリーム館,東京都,博物館,4.0,100,博物館,Tokyo Station,0.7,0.70,0.8000,1.0000,0.8828,0.8483,http://commons.wikimedia.org/wiki/Special:FilePath/Tokyo%20Takarakuji%20Dream%20Palace.jpg,35.6761111,139.7709444,Q11524776
3814,靜岡市歷史博物館,靜岡縣,歷史博物館,4.0,100,歷史博物館,Shizuoka Station,0.7,0.70,0.8000,1.0000,0.8825,0.8483,http://commons.wikimedia.org/wiki/Special:FilePath/DSC9803Shizuoka%20City%20Museum%2020220724b.jpg,34.9766667,138.3847222,Q112226928
1951,阿波舞會館,德島縣,舞蹈博物館,4.0,100,舞蹈博物館,Tokushima Station,0.7,0.70,0.8000,1.0000,0.8766,0.8477,http://commons.wikimedia.org/wiki/Special:FilePath/Awa-dance%20memorial%20hall01s3200.jpg,34.0702778,134.5450000,Q4829638
1942,徳島県立文学書道館,德島縣,文學館,4.0,100,文學館,Tokushima Station,0.7,0.70,0.8000,1.0000,0.8756,0.8476,http://commons.wikimedia.org/wiki/Special:FilePath/Tokushima%20bungakushodo01n3872.jpg,34.0800830,134.5540000,Q11489939
2232,彩虹塔,新潟縣,觀光塔,4.0,100,觀光塔,Niigata Station,0.7,0.70,0.8000,1.0000,0.8758,0.8476,http://commons.wikimedia.org/wiki/Special:FilePath/Niigata%20Rainbow%20tower.JPG,37.9163056,139.0557222,Q11349396
2322,國立電影資料館,東京都,國立博物館,4.0,100,國立博物館,Tokyo Station,0.7,0.70,0.8000,1.0000,0.8763,0.8476,http://commons.wikimedia.org/wiki/Special:FilePath/MOMAT%20FilmCenter.jpg,35.6755278,139.7706111,Q51371009
2501,東京国立近代美術館フィルムセンター,東京都,電影博物館,4.0,100,電影博物館,Tokyo Station,0.7,0.70,0.8000,1.0000,0.8763,0.8476,http://commons.wikimedia.org/wiki/Special:FilePath/The%20National%20Film%20Center.jpg,35.6755370,139.7706300,Q29570263
3339,秋田縣立美術館·平野政吉收藏庫,秋田縣,美術館,4.0,100,美術館,Akita Station,0.7,0.70,0.8000,1.0000,0.8763,0.8476,http://commons.wikimedia.org/wiki/Special:FilePath/Akita%20Museum%20of%20Art%2020180520.jpg,39.7174278,140.1215000,Q11483668
650,札幌市鐘樓,北海道,多功能大厅,4.0,100,多功能大厅,Sapporo Station,0.7,0.70,0.8000,1.0000,0.8745,0.8475,http://commons.wikimedia.org/wiki/Special:FilePath/20200119%20Sapporo%20Clock%20Tower.jpg,43.0626020,141.3536810,Q1140619
2622,警察博物館 (日本),東京都,警察博物館,4.0,100,警察博物館,Tokyo Station,0.7,0.70,0.8000,1.0000,0.8753,0.8475,http://commons.wikimedia.org/wiki/Special:FilePath/Police%20Museum%20%28Tokyo%29.jpg,35.6751080,139.7695420,Q11632332
3161,福井市立鄉土歷史博物館,福井縣,地方文化館,4.0,100,地方文化館,Fukui Station,0.7,0.70,0.8000,1.0000,0.8747,0.8475,http://commons.wikimedia.org/wiki/Special:FilePath/Fukui%20City%20History%20Museum01nt3200.jpg,36.0683170,136.2228970,Q11591369
598,宮部金吾記念館,北海道,人物紀念館,4.0,100,人物紀念館,Sapporo Station,0.7,0.70,0.8000,1.0000,0.8698,0.8470,http://commons.wikimedia.org/wiki/Special:FilePath/131103%20Hokkaido%20University%20Botanical%20Gardens%20Sapporo%20Hokkaido%20Japan05s3.jpg,43.0639444,141.3442778,Q48751350
5,三重县立美术馆,三重縣,都道府县立博物馆,4.0,100,都道府县立博物馆,Tsu Station,0.8,0.70,0.8000,1.0000,0.8687,0.8469,http://commons.wikimedia.org/wiki/Special:FilePath/140405%20Mie%20Prefectural%20Art%20Museum%20Tsu%20Japan02s3.jpg,34.7348330,136.5018890,Q11357837
251,波止場町TEN×TEN,兵庫縣,美術館,4.0,100,美術館,Kobe Station,0.8,0.70,0.8000,1.0000,0.8686,0.8469,,34.6840280,135.1842780,Q11555555
3843,高松市美術館,香川縣,美術館,4.0,100,美術館,Takamatsu Station,0.8,0.70,0.8000,1.0000,0.8691,0.8469,http://commons.wikimedia.org/wiki/Special:FilePath/Takamatsu%20City%20Museum%20of%20Art%20Building%201.jpg,34.3440513,134.0491146,Q11670406
2828,三橋節子美術館,滋賀縣,美術館,4.0,100,美術館,Otsu Station,0.8,0.70,0.8000,1.0000,0.8683,0.8468,http://commons.wikimedia.org/wiki/Special:FilePath/Setsuko-Mitsuhashi%20Memorial%20Museum01s3872.jpg,35.0073333,135.8572778,Q11356025
633,北海道立アイヌ総合センター,北海道,博物館,4.0,100,博物館,Sapporo Station,0.8,0.70,0.8000,1.0000,0.8673,0.8467,http://commons.wikimedia.org/wiki/Special:FilePath/Kaederu%202.%207%20%28Hokkaido%20Ritsumin%20Activities%20Center%29.JPG,43.0630500,141.3454330,Q11402954
76,龙谷博物馆,京都府,宗教博物馆,4.0,100,宗教博物馆,Kyoto Station,0.8,0.70,0.8000,1.0000,0.8664,0.8466,http://commons.wikimedia.org/wiki/Special:FilePath/170128%20Ryukoku%20Museum%20Kyoto%20Japan02n.jpg,34.9911111,135.7533611,Q30933052
2343,出光美術館,東京都,美術館,4.0,100,美術館,Tokyo Station,0.8,0.70,0.8000,1.0000,0.8658,0.8466,http://commons.wikimedia.org/wiki/Special:FilePath/Imperial%20Garden%20Theater%2C%20Tokyo.jpg,35.6763721,139.7609079,Q3076590
1949,阿陽史料館,德島縣,歷史博物館,4.0,100,歷史博物館,Tokushima Station,0.8,0.70,0.8000,1.0000,0.8647,0.8465,,34.0719300,134.5429620,Q123562726
3911,鳥取市こども科学館,鳥取縣,科學博物館,4.0,100,科學博物館,Tottori Station,0.8,0.70,0.8000,1.0000,0.8652,0.8465,,35.4924910,134.2342020,Q138200504
2334,三井紀念美術館,東京都,美術館,4.0,100,美術館,Tokyo Station,0.8,0.70,0.8000,1.0000,0.8640,0.8464,http://commons.wikimedia.org/wiki/Special:FilePath/Mitsui%20Main%20Building%202009.jpg,35.6862980,139.7731440,Q864700
2752,沖縄郵政資料センター,沖繩縣,郵政博物館,4.0,100,郵政博物館,Naha Bus Terminal,0.8,0.70,0.8000,1.0000,0.8606,0.8461,http://commons.wikimedia.org/wiki/Special:FilePath/Naha%20Post%20Office.JPG,26.2052220,127.6794170,Q11553011
3403,Art前橋,群馬縣,美術館,4.0,100,美術館,Maebashi Station,0.8,0.70,0.8000,1.0000,0.8605,0.8460,http://commons.wikimedia.org/wiki/Special:FilePath/Arts%20Maebashi.jpg,36.3906250,139.0713861,Q18700337
3508,長崎市立博物館,長崎縣,市立博物館,4.0,100,市立博物館,Nagasaki Station,0.8,0.70,0.8000,1.0000,0.8581,0.8458,,32.7528333,129.8795000,Q107323653
3676,青森市森林博物館,青森縣,林業博物館,4.0,100,林業博物館,Aomori Station,0.8,0.70,0.8000,1.0000,0.8583,0.8458,http://commons.wikimedia.org/wiki/Special:FilePath/Aomori%20city%20forestry%20museum.jpg,40.8315000,140.7257222,Q11662064
1918,菘翁美術館,德島縣,書法美術館,4.0,100,書法美術館,Tokushima Station,0.8,0.70,0.8000,1.0000,0.8569,0.8457,http://commons.wikimedia.org/wiki/Special:FilePath/Suou%20Art%20Museum.jpg,34.0705000,134.5588890,Q11619959
3496,長崎歷史文化博物館,長崎縣,歷史博物館,4.0,100,歷史博物館,Nagasaki Station,0.8,0.70,0.8000,1.0000,0.8573,0.8457,http://commons.wikimedia.org/wiki/Special:FilePath/Nagasaki%20Museum%20of%20History%20and%20Culture%20ac%20%281%29.jpg,32.7528130,129.8795570,Q73613
462,北海道大學綜合博物館,北海道,大學博物館,4.0,100,大學博物館,Sapporo Station,0.8,0.70,0.8000,1.0000,0.8563,0.8456,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Hokkaido%20University%20Museum.png,43.0722222,141.3416667,Q18339280
3989,長島美術館,鹿兒島縣,美術館,4.0,100,美術館,Kagoshima-Chuo Station,0.8,0.70,0.8000,1.0000,0.8556,0.8456,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20Portrait%20by%20Fujishima%20Takeji%20%28Nagashima%20Museum%29.jpg,31.5817710,130.5323870,Q25045409
453,北海道大學植物園,北海道,植物園,4.0,100,植物園,Sapporo Station,0.9,0.70,0.8000,1.0000,0.8545,0.8455,http://commons.wikimedia.org/wiki/Special:FilePath/131103%20Hokkaido%20University%20Botanical%20Gardens%20Sapporo%20Hokkaido%20Japan18o.jpg,43.0638920,141.3426479,Q2842754
286,神戶港塔,兵庫縣,觀光塔,4.0,100,觀光塔,Kobe Station,0.9,0.70,0.8000,1.0000,0.8545,0.8454,http://commons.wikimedia.org/wiki/Special:FilePath/Kobe%20port%20tower12s3200.jpg,34.6825000,135.1866667,Q798766
972,南蛮文化館,大阪府,美術館,4.0,100,美術館,Osaka Station,0.9,0.70,0.8000,1.0000,0.8536,0.8454,,34.7094170,135.4917500,Q11408411
1256,佐藤紀念美術館,富山縣,美術館,4.0,100,美術館,Toyama Station,0.9,0.70,0.8000,1.0000,0.8543,0.8454,http://commons.wikimedia.org/wiki/Special:FilePath/Sato%20Memorial%20Art%20Museum%20Toyama02st3200.jpg,36.6938890,137.2118330,Q11384443
828,埼玉市立博物館,埼玉縣,市立博物館,4.0,100,市立博物館,Omiya Station,0.9,0.70,0.8000,1.0000,0.8517,0.8452,http://commons.wikimedia.org/wiki/Special:FilePath/Saitama%20Municipal%20Museum.JPG,35.9113330,139.6316110,Q11248596
946,大分縣立美術館,大分縣,美術館,4.0,100,美術館,Oita Station,0.9,0.70,0.8000,1.0000,0.8521,0.8452,http://commons.wikimedia.org/wiki/Special:FilePath/Oita%20OPAM%201.jpg,33.2394722,131.6013889,Q11432891
1356,最上義光歴史館,山形縣,人物紀念館,4.0,100,人物紀念館,Yamagata Station,0.9,0.70,0.8000,1.0000,0.8517,0.8452,http://commons.wikimedia.org/wiki/Special:FilePath/Mogami%20Yoshiaki%20Historical%20Museum.jpg,38.2550833,140.3334167,Q6890444
1838,廣島縣立美術館,廣島縣,美術館,4.0,100,美術館,Hiroshima Station,0.9,0.70,0.8000,1.0000,0.8522,0.8452,http://commons.wikimedia.org/wiki/Special:FilePath/Hiroshima%20Prefectural%20Art%20Museum%2001.jpg,34.3999083,132.4662750,Q3330773
954,アートプラザ,大分縣,美術館,4.0,100,美術館,Oita Station,0.9,0.70,0.8000,1.0000,0.8500,0.8450,,33.2405556,131.6095000,Q11285663
1177,川島美術館,宮城縣,美術館,4.0,100,美術館,Sendai Station,0.9,0.70,0.8000,1.0000,0.8497,0.8450,,38.2646066,140.8739707,Q135973129
1072,なら工藝館,奈良縣,工藝博物館,4.0,100,工藝博物館,Nara Station,0.9,0.70,0.8000,1.0000,0.8490,0.8449,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%B7%A5%E8%97%9D%E9%A4%A8%E3%81%AE%E5%A4%96%E8%A6%B3IMG%201641.jpg,34.6787100,135.8282800,Q123145206
1241,高志之國文學館,富山縣,文學館,4.0,100,文學館,Toyama Station,0.9,0.70,0.8000,1.0000,0.8479,0.8448,http://commons.wikimedia.org/wiki/Special:FilePath/T-48301%2001.jpg,36.6955000,137.2062780,Q11669915
1354,山形美術館,山形縣,美術館,4.0,100,美術館,Yamagata Station,0.9,0.70,0.8000,1.0000,0.8480,0.8448,http://commons.wikimedia.org/wiki/Special:FilePath/Yamagata%20Museum%20of%20Art%202007.jpg,38.2558910,140.3324020,Q11468661
2275,新潟市マンガ・アニメ情報館,新潟縣,動漫博物館,4.0,100,動漫博物館,Niigata Station,0.9,0.70,0.8000,1.0000,0.8472,0.8447,http://commons.wikimedia.org/wiki/Special:FilePath/Bandai%20City%20BP2%20Sep2021-002.jpg,37.9163610,139.0530560,Q17229556
2360,三之丸尚藏館,東京都,美術館,4.0,100,美術館,Tokyo Station,0.9,0.70,0.8000,1.0000,0.8463,0.8446,http://commons.wikimedia.org/wiki/Special:FilePath/Sannomaru%20Shozokan%20190928a.jpg,35.6863020,139.7592470,Q3076188
1102,奈良町からくりおもちゃ館,奈良縣,地方文化館,4.0,100,地方文化館,Nara Station,0.9,0.70,0.8000,1.0000,0.8440,0.8444,http://commons.wikimedia.org/wiki/Special:FilePath/Naramachi%20Karakuri%20Omocha-kan%2001.jpg,34.6772850,135.8281170,Q122658838
3230,櫛田の銀杏,福岡縣,古树,4.0,100,古树,Hakata Station,0.9,0.70,0.8000,1.0000,0.8427,0.8443,http://commons.wikimedia.org/wiki/Special:FilePath/Kushida%20no%20Ginan%20the%20W%20side%201-41%20Kami-kawabatamachi%20Hakata-ku%20Fukuoka%2020230801.jpg,33.5930556,130.4112222,Q123486959
1282,山口縣立美術館,山口縣,美術館,4.0,100,美術館,Yamaguchi Station,0.9,0.70,0.8000,1.0000,0.8423,0.8442,http://commons.wikimedia.org/wiki/Special:FilePath/140720%20Yamaguchi%20Prefectural%20Art%20Museum%20Yamaguchi%20Japan03s3.jpg,34.1795000,131.4740000,Q7881987
2918,金沢市立玉川図書館近世史料館,石川縣,圖書館分館,4.0,100,圖書館分館,Kanazawa Station,0.9,0.70,0.8000,1.0000,0.8406,0.8441,http://commons.wikimedia.org/wiki/Special:FilePath/%E9%87%91%E6%B2%A2%E5%B8%82%E7%AB%8B%E7%8E%89%E5%B7%9D%E5%9B%B3%E6%9B%B8%E9%A4%A8003.jpg,36.5700833,136.6516111,Q130534097
3140,福井県立こども歴史文化館,福井縣,兒童博物館,4.0,100,兒童博物館,Fukui Station,0.9,0.70,0.8000,1.0000,0.8410,0.8441,http://commons.wikimedia.org/wiki/Special:FilePath/Fukui%20Childrens%20Museum.jpg,36.0615833,136.2341111,Q24873808
