id,name,region,category,google_rating,review_count,interest_tags,station_anchor,distance_to_station_km,interest_match,rating_norm,review_norm,station_distance_efficiency,xai_score,image_url,lat,lng,source_id,google_name_matched
1058,通天閣,大阪府,觀光塔,4.1,41315,觀光塔,Osaka Station,5.7,0.70,0.8200,0.8914,0.4687,0.7823,http://commons.wikimedia.org/wiki/Special:FilePath/New%20Tsutenkaku%20in%20201409%20003.JPG,34.6522222,135.5061111,Q1148463,通天閣
2542,東京都美術館,東京都,美術館,4.3,15664,美術館,Tokyo Station,4.0,0.70,0.8600,0.8101,0.5532,0.7823,http://commons.wikimedia.org/wiki/Special:FilePath/Tokyo%20metropolitan%20art%20museum01%201920.jpg,35.7172000,139.7730000,Q864957,東京都美術館
356,神戶麵包超人兒童博物館暨購物中心,兵庫縣,兒童博物館,4.1,7823,兒童博物館,Kobe Station,0.6,0.70,0.8200,0.7519,0.8867,0.7822,http://commons.wikimedia.org/wiki/Special:FilePath/130720%20Kobe%20Anpanman%20Children%27s%20Museum%20%26%20Mall%20Kobe%20Japan01s3.jpg,34.6786000,135.1850000,Q11589733,神戸アンパンマンこどもミュージアム＆モール
1084,奈良国立博物馆,奈良縣,國立博物館,4.4,5055,國立博物館,Nara Station,1.6,0.70,0.8800,0.7152,0.7521,0.7818,http://commons.wikimedia.org/wiki/Special:FilePath/140927%20Nara%20National%20Museum%20Nara%20Japan03bs5.jpg,34.6837000,135.8364000,Q147312,奈良国立博物館
959,Kids Plaza大阪,大阪府,兒童博物館,4.4,4181,兒童博物館,Osaka Station,1.3,0.70,0.8800,0.6993,0.7892,0.7807,http://commons.wikimedia.org/wiki/Special:FilePath/Headquarter%20of%20Kansai%20Telecasting%20Corporation.jpg,34.7046970,135.5102670,Q11296794,キッズプラザ大阪
2108,名古屋港水族館,愛知縣,水族館,4.4,22854,水族館,Nagoya Station,8.9,0.70,0.8800,0.8418,0.3588,0.7804,http://commons.wikimedia.org/wiki/Special:FilePath/Port%20of%20Nagoya%20Public%20Aquarium%20Exterior%20%281%29%2C%20Minato-machi%20Minato%20Ward%20Nagoya%202022.jpg,35.0906000,136.8782000,Q7231211,名古屋港水族館
2491,明治神宮外苑,東京都,觀光景點,4.3,15321,觀光景點,Tokyo Station,4.4,0.70,0.8600,0.8082,0.5306,0.7795,http://commons.wikimedia.org/wiki/Special:FilePath/Jingu%20Gaien%20Ginkgo%20Street%20in%20Autumn%204.jpg,35.6775000,139.7183333,Q6631448,明治神宮外苑
2514,東京ステーションギャラリー,東京都,美術館,4.3,2420,美術館,Tokyo Station,0.0,0.70,0.8600,0.6535,0.9935,0.7794,http://commons.wikimedia.org/wiki/Special:FilePath/Tokyo%20station%20gallery.jpg,35.6809580,139.7673060,Q115265693,東京ステーションギャラリー
3018,宇宙時鐘21,神奈川縣,摩天輪,4.5,3519,摩天輪,Yokohama Station,1.8,0.70,0.9000,0.6849,0.7390,0.7794,http://commons.wikimedia.org/wiki/Special:FilePath/CosmoClock21%202006-05-21.JPG,35.4554000,139.6370000,Q843426,コスモクロック21
3075,橫濱麵包超人兒童博物館暨購物中心,神奈川縣,商場,4.0,9585,商場,Yokohama Station,0.6,0.70,0.8000,0.7689,0.8853,0.7792,http://commons.wikimedia.org/wiki/Special:FilePath/Yokohama%20Anpanman%20Children%27s%20Museum%202019%20-%2003.jpg,35.4630556,139.6287222,Q2496472,横浜アンパンマンこどもミュージアム
2526,東京巨蛋城,東京都,家庭娛樂中心,4.3,10413,家庭娛樂中心,Tokyo Station,3.0,0.70,0.8600,0.7758,0.6222,0.7790,http://commons.wikimedia.org/wiki/Special:FilePath/TokyoDome8945.jpg,35.7056000,139.7520000,Q564554,東京ドームシティ
1952,阿波銀プラザ,德島縣,美術館,4.2,4556,美術館,Tokushima Station,0.6,0.70,0.8400,0.7065,0.8979,0.7777,http://commons.wikimedia.org/wiki/Special:FilePath/Awagin-Plaza.jpeg,34.0703060,134.5470000,Q11657578,阿波おどり会館
1223,富山市玻璃美術館,富山縣,美術館,4.2,7288,美術館,Toyama Station,1.4,0.70,0.8400,0.7459,0.7758,0.7774,http://commons.wikimedia.org/wiki/Special:FilePath/TOYAMA%E3%82%AD%E3%83%A9%E3%83%AA.jpg,36.6885830,137.2147500,Q21653817,富山市ガラス美術館
1019,大阪生活今昔館,大阪府,博物館,4.2,8081,博物館,Osaka Station,1.7,0.70,0.8400,0.7546,0.7480,0.7772,http://commons.wikimedia.org/wiki/Special:FilePath/Osaka%20Museum%20of%20Housing%20and%20Living%20in%202013.jpg,34.7103060,135.5116940,Q11439926,大阪市立住まいのミュージアム「大阪くらしの今昔館」
2080,則武之森,愛知縣,庭園,4.1,7815,庭園,Nagoya Station,1.0,0.70,0.8200,0.7518,0.8337,0.7769,http://commons.wikimedia.org/wiki/Special:FilePath/Noritake%20Garden02%2C%20Nishi%20Ward%20Nagoya%202014.jpg,35.1798680,136.8815860,Q7051341,ノリタケの森
1951,阿波舞會館,德島縣,舞蹈博物館,4.2,4556,舞蹈博物館,Tokushima Station,0.7,0.70,0.8400,0.7065,0.8766,0.7756,http://commons.wikimedia.org/wiki/Special:FilePath/Awa-dance%20memorial%20hall01s3200.jpg,34.0702778,134.5450000,Q4829638,阿波おどり会館
3999,鹿兒島水族館,鹿兒島縣,水族館,4.3,7570,水族館,Kagoshima-Chuo Station,2.6,0.70,0.8600,0.7491,0.6573,0.7745,http://commons.wikimedia.org/wiki/Special:FilePath/Kagoshima%20Aquarium%202013-08A.JPG,31.5959720,130.5644440,Q11259022,いおワールドかごしま水族館
1147,仙台麵包超人兒童博物館暨購物中心,宮城縣,主題公園,4.2,4144,主題公園,Sendai Station,0.6,0.70,0.8400,0.6986,0.8878,0.7744,http://commons.wikimedia.org/wiki/Special:FilePath/Sendai%20Anpanman%20Children%27s%20Museum%20%26%20Mall.JPG,38.2642780,140.8874440,Q17995372,仙台アンパンマンこどもミュージアム＆モール
2308,Aqua Park 品川,東京都,水族館,4.3,18150,水族館,Tokyo Station,6.6,0.70,0.8600,0.8224,0.4321,0.7739,http://commons.wikimedia.org/wiki/Special:FilePath/Avatar%20The%20Way%20of%20Water%20Tokyo%20Press%20Conference%20%2852562513647%29.jpg,35.6280556,139.7352778,Q3055859,マクセル アクアパーク 品川
2397,出世の石段,東京都,觀光景點,4.5,3707,觀光景點,Tokyo Station,2.5,0.70,0.9000,0.6892,0.6696,0.7737,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%84%9B%E5%AE%95%E7%A5%9E%E7%A4%BE%E3%83%BB%E5%87%BA%E4%B8%96%E3%81%AE%E7%9F%B3%E6%AE%B5.jpg,35.6646700,139.7488900,Q99557139,出世の石段
3927,砂之美術館,鳥取縣,美術館,4.4,10390,美術館,Tottori Station,5.2,0.70,0.8800,0.7757,0.4900,0.7737,http://commons.wikimedia.org/wiki/Special:FilePath/Sand%20Museum.JPG,35.5397222,134.2380556,Q7415842,鳥取砂丘 砂の美術館
2694,大谷資料館,栃木縣,歷史博物館,4.4,15364,歷史博物館,Utsunomiya Station,8.0,0.70,0.8800,0.8085,0.3845,0.7730,http://commons.wikimedia.org/wiki/Special:FilePath/Oya%20History%20Museum%20entrance%202016-05-12.jpg,36.6000028,139.8247500,Q17989677,大谷資料館
628,白い恋人パーク,北海道,主題公園,4.2,23798,主題公園,Sapporo Station,6.8,0.70,0.8400,0.8452,0.4238,0.7719,,43.0886111,141.2716667,Q56963453,白い恋人パーク
3231,福岡塔,福岡縣,觀景台,4.2,22408,觀景台,Hakata Station,6.4,0.70,0.8400,0.8401,0.4379,0.7718,http://commons.wikimedia.org/wiki/Special:FilePath/Fukuoka%20Tower%20October%202011%2001.jpg,33.5933056,130.3515000,Q847033,福岡タワー
1228,富山県美術館,富山縣,美術館,4.3,3275,美術館,Toyama Station,1.0,0.70,0.8600,0.6788,0.8276,0.7704,http://commons.wikimedia.org/wiki/Special:FilePath/Toyama%20Prefectural%20Museum%20of%20Art%20and%20Design%20seen%20from%20Fugan%20Unga%20Kansui%20Park%2020180504.jpg,36.7105556,137.2100000,Q28689689,富山県美術館
2554,根津美術館,東京都,美術館,4.5,6253,美術館,Tokyo Station,4.9,0.70,0.9000,0.7331,0.5027,0.7702,http://commons.wikimedia.org/wiki/Special:FilePath/Nezu%20museum%20entrance%20tokyo%202014.jpg,35.6621600,139.7176030,Q1047097,根津美術館
2363,三鷹之森吉卜力美術館,東京都,美術館,4.5,18997,美術館,Tokyo Station,17.8,0.70,0.9000,0.8263,0.2189,0.7698,http://commons.wikimedia.org/wiki/Special:FilePath/Ghibli-museum-mitaka.jpg,35.6962330,139.5704310,Q947907,三鷹の森ジブリ美術館
2794,沖繩縣立博物館、美術館,沖繩縣,博物館,4.3,5271,博物館,Naha Bus Terminal,2.2,0.70,0.8600,0.7188,0.6983,0.7695,http://commons.wikimedia.org/wiki/Special:FilePath/Okinawa%20Prefectural%20Museum%20%26%20Art%20Museum02bss3200.jpg,26.2265930,127.6941030,Q4617100,沖縄県立博物館・美術館（おきみゅー）
3607,松本城,長野縣,日式城堡,4.5,31014,日式城堡,Nagano Station,49.0,0.70,0.9000,0.8674,0.0925,0.7695,http://commons.wikimedia.org/wiki/Special:FilePath/Matsumoto%20Castle05s5s4592.jpg,36.2388889,137.9691667,Q739612,松本城
2508,東京dome city attractions,東京都,主題樂園,4.1,12924,主題樂園,Tokyo Station,2.9,0.70,0.8200,0.7940,0.6306,0.7692,http://commons.wikimedia.org/wiki/Special:FilePath/Sky-flower%20from%20Tokyodomecityattractions.jpg,35.7053000,139.7540000,Q564646,東京ドームシティ アトラクションズ
2655,遊就館,東京都,軍事博物館,4.5,3244,軍事博物館,Tokyo Station,2.6,0.70,0.9000,0.6781,0.6538,0.7688,http://commons.wikimedia.org/wiki/Special:FilePath/Yasukuni%20Yusyukan%202.jpg,35.6951300,139.7433300,Q2855971,遊就館
2350,ビッグ・オー (観覧車),東京都,摩天輪,4.1,12924,摩天輪,Tokyo Station,3.0,0.70,0.8200,0.7940,0.6241,0.7686,http://commons.wikimedia.org/wiki/Special:FilePath/LaQua02s3200.jpg,35.7060725,139.7539151,Q794709,東京ドームシティ アトラクションズ
1825,足立美術館,島根縣,美術館,4.5,15851,美術館,Matsue Station,15.1,0.70,0.9000,0.8111,0.2491,0.7682,http://commons.wikimedia.org/wiki/Special:FilePath/Adachi%20Museum%20of%20Art10st3200.jpg,35.3800100,133.1941700,Q3329561,足立美術館
2228,Marinpia日本海,新潟縣,水族館,4.3,6905,水族館,Niigata Station,3.2,0.70,0.8600,0.7414,0.6074,0.7672,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%96%B0%E6%BD%9F%E5%B8%82%E6%B0%B4%E6%97%8F%E9%A4%A8%E3%83%9E%E3%83%AA%E3%83%B3%E3%83%94%E3%82%A2%E6%97%A5%E6%9C%AC%E6%B5%B7.jpg,37.9236333,139.0279750,Q11502898,新潟市水族館 マリンピア日本海
3371,るなぱあく,群馬縣,主題樂園,4.5,1986,主題樂園,Maebashi Station,1.6,0.70,0.9000,0.6369,0.7605,0.7671,http://commons.wikimedia.org/wiki/Special:FilePath/Lunar%20Park%20%28Maebashi%29.JPG,36.3953000,139.0630690,Q11281524,前橋市中央児童遊園 るなぱあく
2805,美濱美國村,沖繩縣,主題公園,4.3,26153,主題公園,Naha Bus Terminal,13.9,0.70,0.8600,0.8531,0.2649,0.7664,http://commons.wikimedia.org/wiki/Special:FilePath/Mihama%20AV%20D%20Japan.jpg,26.3161830,127.7566680,Q11609171,美浜タウンリゾート・アメリカンビレッジ
